7530-426576
OS REV: 1.03 Sensor Cal: 1526022000
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1595273175, +3.48, +31.407,  +1.10770,  -0.322,  +0.576,  -0.634
1595273180, +3.48, +31.407,  +0.55865,  -0.322,  +0.569,  -0.634
1595273185, +3.48, +31.407,  -0.35043,  -0.316,  +0.577,  -0.652
1595273190, +3.48, +31.407,  +0.27362,  -0.313,  +0.576,  -0.652
1595273195, +3.48, +31.415,  +0.50464,  -0.320,  +0.582,  -0.648
1595273200, +3.48, +31.407,  -0.40744,  -0.320,  +0.582,  -0.658
1595273205, +3.48, +31.415,  +0.24362,  -0.324,  +0.585,  -0.655
1595273210, +3.48, +31.422,  +1.59374,  -0.319,  +0.577,  -0.647
1595273215, +3.48, +31.415,  -0.50344,  -0.320,  +0.576,  -0.633
1595273220, +3.48, +31.422,  +0.70266,  -0.320,  +0.577,  -0.633
1595273225, +3.48, +31.422,  -0.71046,  -0.324,  +0.583,  -0.650
1595273230, +3.48, +31.422,  +0.35763,  -0.321,  +0.583,  -0.652
1595273235, +3.48, +31.422,  +0.81067,  -0.322,  +0.582,  -0.649
1595273240, +3.48, +31.430,  +0.84667,  -0.327,  +0.575,  -0.640
1595273245, +3.48, +31.430,  -0.67446,  -0.320,  +0.572,  -0.637
1595273250, +3.48, +31.430,  +0.43564,  -0.320,  +0.572,  -0.648
1595273255, +3.48, +31.422,  +1.31471,  -0.320,  +0.579,  -0.656
1595273260, +3.48, +31.430,  +1.31471,  -0.319,  +0.583,  -0.665
1595273265, +3.48, +31.430,  -0.53645,  -0.329,  +0.577,  -0.637
1595273270, +3.48, +31.438,  -0.27242,  -0.320,  +0.575,  -0.650
1595273275, +3.48, +31.430,  +0.41464,  -0.321,  +0.572,  -0.626
1595273280, +3.48, +31.438,  +0.71466,  -0.320,  +0.577,  -0.644
1595273285, +3.48, +31.438,  -0.23042,  -0.320,  +0.579,  -0.660
1595273290, +3.48, +31.438,  +0.25862,  -0.320,  +0.579,  -0.653
1595273295, +3.48, +31.446,  +1.21271,  -0.324,  +0.576,  -0.633
1595273300, +3.48, +31.446,  -0.14341,  -0.320,  +0.574,  -0.629
1595273305, +3.48, +31.438,  +0.00960,  -0.314,  +0.563,  -0.632
1595273310, +3.48, +31.454,  +0.00360,  -0.317,  +0.576,  -0.637
1595273315, +3.48, +31.446,  -0.09541,  -0.314,  +0.572,  -0.648
1595273320, +3.48, +31.446,  -0.47644,  -0.324,  +0.575,  -0.617
1595273325, +3.48, +31.446,  +0.52265,  -0.328,  +0.575,  -0.637
1595273330, +3.48, +31.462,  +0.70266,  -0.320,  +0.575,  -0.642
1595273335, +3.48, +31.454,  -0.65346,  -0.327,  +0.575,  -0.657
1595273340, +3.48, +31.454,  +0.37863,  -0.324,  +0.585,  -0.644
1595273345, +3.48, +31.446,  +0.26462,  -0.324,  +0.575,  -0.647
1595273350, +3.48, +31.462,  -0.18242,  -0.320,  +0.583,  -0.653
1595273355, +3.48, +31.462,  +0.44464,  -0.320,  +0.575,  -0.642
1595273360, +3.48, +31.470,  +0.17762,  -0.321,  +0.579,  -0.633
1595273365, +3.48, +31.462,  +1.16770,  -0.314,  +0.576,  -0.657
1595273370, +3.48, +31.462,  +0.01860,  -0.328,  +0.583,  -0.649
1595273375, +3.48, +31.462,  -0.51545,  -0.327,  +0.587,  -0.648
1595273380, +3.48, +31.470,  +0.55265,  -0.324,  +0.574,  -0.633
1595273385, +3.48, +31.470,  +0.38463,  -0.240,  +0.542,  -0.800
1595273390, +3.48, +31.470,  +0.08761,  -0.319,  +0.552,  -0.593
1595273395, +3.48, +31.470,  +0.57065,  -0.322,  +0.575,  -0.633
1595273400, +3.48, +31.470,  +0.16561,  -0.324,  +0.579,  -0.639
1595273405, +3.48, +31.462,  +0.77167,  -0.327,  +0.579,  -0.647
1595273410, +3.48, +31.470,  -0.73746,  -0.324,  +0.587,  -0.637
1595273415, +3.48, +31.470,  -0.41344,  -0.327,  +0.575,  -0.618
1595273420, +3.48, +31.486,  +0.87968,  -0.240,  +0.561,  -0.832
1595273425, +3.48, +31.478,  +1.04169,  -0.324,  +0.560,  -0.601
1595273430, +3.48, +31.486,  +0.60665,  -0.322,  +0.575,  -0.637
1595273435, +3.48, +31.478,  -0.50344,  -0.322,  +0.579,  -0.653
1595273440, +3.48, +31.478,  +0.48964,  -0.324,  +0.576,  -0.644
1595273445, +3.48, +31.478,  +1.50673,  -0.320,  +0.574,  -0.637
1595273450, +3.48, +31.478,  +0.09661,  -0.322,  +0.575,  -0.647
1595273455, +3.48, +31.470,  -0.41944,  -0.321,  +0.575,  -0.641
1595273460, +3.48, +31.486,  +0.18962,  -0.324,  +0.582,  -0.645
1595273465, +3.48, +31.494,  -0.32343,  -0.322,  +0.575,  -0.637
1595273470, +3.48, +31.502,  +0.44464,  -0.324,  +0.579,  -0.648
1595273475, +3.48, +31.486,  -0.35043,  -0.324,  +0.582,  -0.660
1595273480, +3.48, +31.494,  +1.39572,  -0.320,  +0.569,  -0.640
1595273485, +3.48, +31.494,  -0.41944,  -0.319,  +0.577,  -0.631
1595273490, +3.48, +31.494,  -1.02249,  -0.322,  +0.576,  -0.655
1595273495, +3.48, +31.478,  +0.93968,  -0.322,  +0.575,  -0.648
1595273500, +3.48, +31.494,  +0.86768,  -0.320,  +0.582,  -0.656
1595273505, +3.48, +31.486,  +0.28262,  -0.324,  +0.574,  -0.640
1595273510, +3.48, +31.502,  +0.66366,  -0.325,  +0.574,  -0.628
1595273515, +3.48, +31.494,  -0.31743,  -0.324,  +0.575,  -0.634
1595273520, +3.48, +31.502,  +1.24571,  -0.320,  +0.572,  -0.624
1595273525, +3.48, +31.510,  +0.22262,  -0.321,  +0.571,  -0.631
1595273530, +3.48, +31.494,  -0.60845,  -0.320,  +0.572,  -0.648
1595273535, +3.48, +31.502,  -0.27242,  -0.320,  +0.587,  -0.647
1595273540, +3.48, +31.502,  -0.08641,  -0.322,  +0.575,  -0.644
1595273545, +3.48, +31.502,  +0.98769,  -0.321,  +0.575,  -0.648
1595273550, +3.48, +31.510,  -1.10950,  -0.317,  +0.579,  -0.656
1595273555, +3.48, +31.502,  +0.18962,  -0.317,  +0.561,  -0.626
1595273560, +3.48, +31.510,  -0.56045,  -0.328,  +0.574,  -0.644
1595273565, +3.48, +31.510,  +0.77467,  -0.320,  +0.558,  -0.637
1595273570, +3.48, +31.518,  +0.96968,  -0.327,  +0.572,  -0.637
1595273575, +3.48, +31.510,  -0.15241,  -0.324,  +0.568,  -0.647
1595273580, +3.48, +31.510,  -1.43053,  -0.317,  +0.579,  -0.649
1595273585, +3.48, +31.510,  +1.08069,  -0.321,  +0.564,  -0.641
1595273590, +3.48, +31.510,  +0.53465,  -0.260,  +0.558,  -0.816
1595273595, +3.48, +31.510,  +1.14670,  -0.285,  +0.536,  -0.669
1595273600, +3.47, +31.510,  -0.47344,  -0.288,  +0.534,  -0.658
1595273605, +3.48, +31.518,  -0.63546,  -0.285,  +0.527,  -0.665
1595273610, +3.48, +31.526,  +0.61565,  -0.288,  +0.543,  -0.687
1595273615, +3.48, +31.510,  +0.18662,  -0.296,  +0.529,  -0.687
1595273620, +3.48, +31.518,  -0.17642,  -0.289,  +0.528,  -0.689
1595273625, +3.48, +31.526,  +0.09661,  -0.292,  +0.527,  -0.673
1595273630, +3.48, +31.526,  +1.22171,  -0.297,  +0.534,  -0.672
1595273635, +3.48, +31.526,  +0.22862,  -0.289,  +0.527,  -0.669
1595273640, +3.48, +31.526,  +0.23762,  -0.288,  +0.524,  -0.681
1595273645, +3.47, +31.526,  +0.51364,  -0.300,  +0.531,  -0.669
1595273650, +3.47, +31.526,  +0.05160,  -0.301,  +0.524,  -0.668
1595273655, +3.48, +31.526,  +0.28863,  -0.292,  +0.520,  -0.669
1595273660, +3.47, +31.533,  -0.21242,  -0.244,  +0.537,  -0.872
1595273665, +3.47, +31.526,  -0.61745,  -0.292,  +0.508,  -0.669
1595273670, +3.48, +31.526,  -0.46744,  -0.303,  +0.523,  -0.665
1595273675, +3.47, +31.518,  +1.29371,  -0.293,  +0.527,  -0.682
1595273680, +3.47, +31.494,  -0.24242,  -0.292,  +0.523,  -0.682
1595273685, +3.47, +31.526,  +0.34263,  -0.295,  +0.527,  -0.680
1595273690, +3.47, +31.533,  -1.14850,  -0.296,  +0.519,  -0.666
1595273695, +3.47, +31.533,  -0.32343,  -0.296,  +0.519,  -0.679
1595273700, +3.47, +31.533,  -0.17342,  -0.296,  +0.526,  -0.685
1595273705, +3.47, +31.533,  +0.20162,  -0.306,  +0.519,  -0.676
1595273710, +3.47, +31.533,  +1.49773,  -0.296,  +0.519,  -0.664
1595273715, +3.47, +31.541,  +1.01469,  -0.292,  +0.519,  -0.673
1595273720, +3.47, +31.533,  -0.50644,  -0.292,  +0.526,  -0.673
1595273725, +3.47, +31.533,  -0.32343,  -0.305,  +0.519,  -0.685
1595273730, +3.47, +31.541,  +0.35163,  -0.296,  +0.511,  -0.669
1595273735, +3.47, +31.549,  +0.72366,  -0.247,  +0.532,  -0.882
1595273740, +3.47, +31.541,  +0.90368,  -0.290,  +0.507,  -0.656
1595273745, +3.47, +31.541,  +0.10861,  -0.297,  +0.515,  -0.666
1595273750, +3.47, +31.541,  +1.80676,  -0.295,  +0.495,  -0.616
1595273755, +3.47, +31.533,  +1.33572,  -0.298,  +0.519,  -0.674
1595273760, +3.47, +31.549,  +0.81367,  -0.295,  +0.523,  -0.681
1595273765, +3.47, +31.549,  +0.01560,  -0.292,  +0.516,  -0.704
1595273770, +3.47, +31.541,  -1.39152,  -0.292,  +0.505,  -0.672
1595273775, +3.47, +31.541,  +1.48573,  -0.301,  +0.504,  -0.671
1595273780, +3.47, +31.541,  +0.96668,  -0.305,  +0.504,  -0.668
1595273785, +3.47, +31.541,  -0.95948,  -0.304,  +0.504,  -0.688
1595273790, +3.47, +31.549,  +1.02669,  -0.296,  +0.511,  -0.682
1595273795, +3.48, +31.526,  -0.70446,  -0.303,  +0.507,  -0.672
1595273800, +3.47, +31.549,  +0.92768,  -0.296,  +0.505,  -0.676
1595273805, +3.47, +31.541,  +0.18062,  -0.303,  +0.504,  -0.677
1595273810, +3.47, +31.549,  +0.70266,  -0.303,  +0.515,  -0.689
1595273815, +3.47, +31.549,  +1.49773,  -0.305,  +0.518,  -0.679
1595273820, +3.47, +31.549,  +0.82867,  -0.297,  +0.504,  -0.660
1595273825, +3.47, +31.549,  +0.24662,  -0.303,  +0.504,  -0.672
1595273830, +3.47, +31.549,  +1.58474,  -0.301,  +0.519,  -0.689
1595273835, +3.47, +31.557,  +1.27571,  -0.304,  +0.513,  -0.685
1595273840, +3.47, +31.549,  +0.33963,  -0.298,  +0.516,  -0.684
1595273845, +3.47, +31.557,  +1.07169,  -0.306,  +0.504,  -0.665
1595273850, +3.47, +31.549,  -0.02340,  -0.305,  +0.518,  -0.685
1595273855, +3.47, +31.557,  +0.65166,  -0.298,  +0.492,  -0.625
1595273860, +3.47, +31.565,  -0.04740,  -0.305,  +0.508,  -0.669
1595273865, +3.47, +31.557,  +1.26671,  -0.305,  +0.519,  -0.682
1595273870, +3.47, +31.557,  -0.86348,  -0.301,  +0.519,  -0.692
1595273875, +3.47, +31.557,  +0.06961,  -0.301,  +0.510,  -0.679
1595273880, +3.47, +31.573,  +0.98469,  -0.308,  +0.518,  -0.676
1595273885, +3.47, +31.565,  -0.47344,  -0.305,  +0.496,  -0.685
1595273890, +3.47, +31.565,  -0.94748,  -0.228,  +0.486,  -0.860
1595273895, +3.47, +31.573,  +0.54365,  -0.301,  +0.487,  -0.623
1595273900, +3.47, +31.565,  -0.08041,  -0.308,  +0.504,  -0.665
1595273905, +3.47, +31.557,  -0.21242,  -0.305,  +0.504,  -0.676
1595273910, +3.47, +31.565,  -0.29343,  -0.301,  +0.518,  -0.676
1595273915, +3.47, +31.573,  +0.93368,  -0.301,  +0.507,  -0.676
1595273920, +3.47, +31.565,  -0.64446,  -0.306,  +0.510,  -0.689
1595273925, +3.47, +31.573,  -1.09750,  -0.304,  +0.518,  -0.687
1595273930, +3.47, +31.565,  +0.30663,  -0.301,  +0.510,  -0.676
1595273935, +3.47, +31.573,  +0.90968,  -0.305,  +0.508,  -0.665
1595273940, +3.47, +31.565,  +0.59465,  -0.301,  +0.515,  -0.692
1595273945, +3.47, +31.581,  -0.15241,  -0.305,  +0.511,  -0.680
1595273950, +3.47, +31.565,  +0.00960,  -0.301,  +0.511,  -0.692
1595273955, +3.47, +31.573,  +1.22471,  -0.305,  +0.519,  -0.690
1595273960, +3.47, +31.573,  +0.05761,  -0.301,  +0.504,  -0.671
1595273965, +3.47, +31.565,  +0.05761,  -0.305,  +0.504,  -0.674
1595273970, +3.47, +31.573,  +0.24062,  -0.296,  +0.519,  -0.681
1595273975, +3.47, +31.589,  -0.08641,  -0.305,  +0.505,  -0.673
1595273980, +3.47, +31.573,  -1.19650,  -0.305,  +0.511,  -0.679
1595273985, +3.47, +31.589,  -0.45844,  -0.303,  +0.508,  -0.679
1595273990, +3.47, +31.581,  +1.29371,  -0.300,  +0.515,  -0.696
1595273995, +3.47, +31.581,  -0.46144,  -0.308,  +0.508,  -0.665
1595274000, +3.47, +31.573,  -0.33543,  -0.304,  +0.515,  -0.692
1595274005, +3.47, +31.581,  +0.21662,  -0.305,  +0.511,  -0.690
1595274010, +3.47, +31.589,  +0.63066,  -0.303,  +0.511,  -0.672
1595274015, +3.47, +31.581,  -0.19142,  -0.303,  +0.511,  -0.682
1595274020, +3.47, +31.589,  +0.57665,  -0.305,  +0.505,  -0.666
1595274025, +3.47, +31.581,  +1.33872,  -0.305,  +0.519,  -0.689
1595274030, +3.47, +31.581,  +0.09061,  -0.304,  +0.508,  -0.693
1595274035, +3.47, +31.589,  +0.39363,  -0.305,  +0.519,  -0.687
1595274040, +3.47, +31.573,  +0.20462,  -0.305,  +0.508,  -0.672
1595274045, +3.47, +31.589,  +0.57365,  -0.305,  +0.510,  -0.674
1595274050, +3.47, +31.581,  +0.92768,  -0.298,  +0.502,  -0.680
1595274055, +3.47, +31.589,  +0.98469,  -0.303,  +0.511,  -0.680
1595274060, +3.47, +31.597,  -0.67146,  -0.305,  +0.513,  -0.672
1595274065, +3.47, +31.597,  -0.90548,  -0.305,  +0.515,  -0.665
1595274070, +3.47, +31.589,  +1.79776,  -0.305,  +0.520,  -0.685
1595274075, +3.47, +31.605,  -1.57754,  -0.313,  +0.515,  -0.663
1595274080, +3.47, +31.597,  +1.45573,  -0.313,  +0.505,  -0.669
1595274085, +3.47, +31.597,  -1.02549,  -0.306,  +0.508,  -0.660
1595274090, +3.47, +31.597,  +1.34172,  -0.296,  +0.520,  -0.764
1595274095, +3.47, +31.589,  -0.95348,  -0.313,  +0.499,  -0.672
1595274100, +3.47, +31.597,  +0.80167,  -0.306,  +0.502,  -0.673
1595274105, +3.47, +31.605,  -0.11941,  -0.308,  +0.515,  -0.685
1595274110, +3.47, +31.605,  -1.85956,  -0.308,  +0.507,  -0.685
1595274115, +3.47, +31.605,  +1.48873,  -0.305,  +0.508,  -0.681
1595274120, +3.47, +31.597,  -1.06449,  -0.311,  +0.504,  -0.665
1595274125, +3.47, +31.613,  +1.05069,  -0.306,  +0.507,  -0.680
1595274130, +3.47, +31.613,  +0.84967,  -0.311,  +0.504,  -0.668
1595274135, +3.47, +31.605,  +0.42964,  -0.312,  +0.511,  -0.676
1595274140, +3.47, +31.613,  +0.68166,  -0.313,  +0.515,  -0.663
1595274145, +3.47, +31.613,  -0.50344,  -0.308,  +0.511,  -0.680
1595274150, +3.47, +31.605,  -1.11550,  -0.305,  +0.510,  -0.668
1595274155, +3.47, +31.613,  +0.68466,  -0.314,  +0.511,  -0.668
1595274160, +3.47, +31.613,  +1.32072,  -0.305,  +0.518,  -0.682
1595274165, +3.47, +31.605,  +1.69575,  -0.312,  +0.511,  -0.658
1595274170, +3.47, +31.620,  -0.41044,  -0.311,  +0.508,  -0.669
1595274175, +3.47, +31.628,  +1.30271,  -0.244,  +0.520,  -0.888
1595274180, +3.47, +31.620,  -0.98649,  -0.308,  +0.495,  -0.648
1595274185, +3.47, +31.620,  +1.18570,  -0.305,  +0.504,  -0.669
1595274190, +3.47, +31.605,  +0.62465,  -0.312,  +0.519,  -0.681
1595274195, +3.47, +31.620,  +0.24662,  -0.309,  +0.515,  -0.681
1595274200, +3.47, +31.628,  +0.25562,  -0.316,  +0.515,  -0.677
1595274205, +3.47, +31.628,  -0.53345,  -0.308,  +0.508,  -0.660
1595274210, +3.47, +31.628,  +0.72966,  -0.308,  +0.516,  -0.684
1595274215, +3.47, +31.628,  +0.79867,  -0.305,  +0.508,  -0.690
1595274220, +3.47, +31.628,  +0.53765,  -0.311,  +0.516,  -0.685
1595274225, +3.47, +31.636,  +0.62165,  -0.312,  +0.502,  -0.676
1595274230, +3.47, +31.636,  +1.82176,  -0.313,  +0.510,  -0.672
1595274235, +3.47, +31.620,  -0.34143,  -0.314,  +0.515,  -0.669
1595274240, +3.47, +31.636,  -0.62045,  -0.306,  +0.511,  -0.680
1595274245, +3.47, +31.636,  -0.08641,  -0.313,  +0.511,  -0.676
1595274250, +3.47, +31.636,  -0.03240,  -0.305,  +0.511,  -0.680
1595274255, +3.47, +31.644,  +0.49864,  -0.304,  +0.508,  -0.689
1595274260, +3.47, +31.636,  +0.17162,  -0.313,  +0.515,  -0.685
1595274265, +3.47, +31.644,  -0.19442,  -0.313,  +0.505,  -0.676
1595274270, +3.47, +31.644,  -0.82147,  -0.313,  +0.515,  -0.680
1595274275, +3.47, +31.636,  +1.47973,  -0.308,  +0.511,  -0.674
1595274280, +3.47, +31.636,  +0.88268,  -0.309,  +0.520,  -0.681
1595274285, +3.47, +31.636,  +0.84067,  -0.308,  +0.515,  -0.680
1595274290, +3.47, +31.644,  +0.28562,  -0.313,  +0.508,  -0.672
1595274295, +3.47, +31.644,  +1.18870,  -0.308,  +0.511,  -0.681
1595274300, +3.47, +31.652,  +0.03960,  -0.305,  +0.510,  -0.684
1595274305, +3.47, +31.652,  +0.70866,  -0.308,  +0.510,  -0.656
1595274310, +3.47, +31.652,  +0.87068,  -0.312,  +0.504,  -0.665
1595274315, +3.47, +31.628,  +0.44764,  -0.311,  +0.511,  -0.680
1595274320, +3.47, +31.652,  +1.33872,  -0.306,  +0.513,  -0.672
1595274325, +3.47, +31.652,  +1.22771,  -0.308,  +0.511,  -0.689
1595274330, +3.47, +31.652,  +0.31263,  -0.313,  +0.511,  -0.680
1595274335, +3.47, +31.652,  -1.15450,  -0.306,  +0.515,  -0.685
1595274340, +3.47, +31.652,  +1.23671,  -0.308,  +0.511,  -0.671
1595274345, +3.47, +31.644,  +1.31171,  -0.308,  +0.504,  -0.664
1595274350, +3.47, +31.660,  -0.32343,  -0.306,  +0.515,  -0.685
1595274355, +3.47, +31.660,  -0.18542,  -0.309,  +0.505,  -0.669
1595274360, +3.47, +31.660,  +1.23071,  -0.313,  +0.515,  -0.692
1595274365, +3.47, +31.660,  +0.42664,  -0.305,  +0.508,  -0.679
1595274370, +3.47, +31.660,  +0.72966,  -0.308,  +0.515,  -0.682
1595274375, +3.47, +31.660,  +1.40472,  -0.313,  +0.508,  -0.663
1595274380, +3.47, +31.660,  -0.67746,  -0.242,  +0.512,  -0.893
1595274385, +3.47, +31.668,  +0.22862,  -0.304,  +0.487,  -0.617
1595274390, +3.47, +31.660,  +0.53465,  -0.313,  +0.507,  -0.668
1595274395, +3.47, +31.668,  +1.35972,  -0.308,  +0.515,  -0.685
1595274400, +3.47, +31.652,  +1.11370,  -0.313,  +0.511,  -0.676
1595274405, +3.47, +31.668,  -0.00540,  -0.308,  +0.516,  -0.660
1595274410, +3.47, +31.668,  +0.92468,  -0.313,  +0.520,  -0.672
1595274415, +3.47, +31.668,  -0.71646,  -0.313,  +0.515,  -0.679
1595274420, +3.47, +31.668,  +1.30571,  -0.313,  +0.516,  -0.676
1595274425, +3.47, +31.676,  +1.23971,  -0.313,  +0.519,  -0.669
1595274430, +3.47, +31.676,  +0.15061,  -0.317,  +0.527,  -0.697
1595274435, +3.47, +31.676,  +1.89077,  -0.303,  +0.494,  -0.624
1595274440, +3.47, +31.676,  +1.02669,  -0.308,  +0.519,  -0.672
1595274445, +3.47, +31.684,  +0.12961,  -0.308,  +0.523,  -0.672
1595274450, +3.47, +31.676,  +1.28471,  -0.314,  +0.523,  -0.689
1595274455, +3.47, +31.684,  +0.66066,  -0.314,  +0.527,  -0.664
1595274460, +3.47, +31.668,  +0.33963,  -0.313,  +0.526,  -0.685
1595274465, +3.47, +31.684,  +1.05069,  -0.312,  +0.524,  -0.666
1595274470, +3.47, +31.676,  -1.94057,  -0.320,  +0.521,  -0.663
1595274475, +3.47, +31.684,  +0.94868,  -0.313,  +0.519,  -0.669
1595274480, +3.47, +31.692,  -0.88748,  -0.314,  +0.519,  -0.680
1595274485, +3.47, +31.668,  -0.57545,  -0.317,  +0.519,  -0.671
1595274490, +3.47, +31.676,  +0.26462,  -0.304,  +0.524,  -0.685
1595274495, +3.47, +31.692,  +0.03060,  -0.313,  +0.520,  -0.673
1595274500, +3.47, +31.692,  +0.09361,  -0.314,  +0.527,  -0.676
1595274505, +3.47, +31.692,  -0.40144,  -0.313,  +0.519,  -0.672
1595274510, +3.47, +31.692,  +0.29763,  -0.242,  +0.528,  -0.880
1595274515, +3.47, +31.692,  +0.16561,  -0.312,  +0.507,  -0.609
1595274520, +3.47, +31.699,  +0.88268,  -0.317,  +0.521,  -0.656
1595274525, +3.47, +31.668,  +0.69066,  -0.313,  +0.524,  -0.687
1595274530, +3.47, +31.692,  +0.35163,  -0.308,  +0.531,  -0.681
1595274535, +3.47, +31.699,  +1.27871,  -0.317,  +0.523,  -0.657
1595274540, +3.47, +31.699,  -1.17850,  -0.313,  +0.519,  -0.674
1595274545, +3.47, +31.699,  +1.24271,  -0.306,  +0.499,  -0.616
1595274550, +3.47, +31.699,  +0.15061,  -0.312,  +0.508,  -0.677
1595274555, +3.47, +31.699,  -0.42844,  -0.311,  +0.526,  -0.676
1595274560, +3.47, +31.707,  +1.39272,  -0.311,  +0.527,  -0.676
1595274565, +3.47, +31.699,  -0.44344,  -0.308,  +0.519,  -0.664
1595274570, +3.47, +31.699,  -0.19142,  -0.313,  +0.526,  -0.672
1595274575, +3.47, +31.699,  -0.87248,  -0.305,  +0.531,  -0.676
1595274580, +3.47, +31.707,  -0.19142,  -0.312,  +0.524,  -0.665
1595274585, +3.47, +31.699,  +1.21571,  -0.313,  +0.518,  -0.672
1595274590, +3.47, +31.707,  -1.16950,  -0.313,  +0.524,  -0.672
1595274595, +3.47, +31.707,  +0.35163,  -0.313,  +0.527,  -0.676
1595274600, +3.47, +31.707,  +0.65466,  -0.313,  +0.519,  -0.668
1595274605, +3.47, +31.699,  -1.22351,  -0.305,  +0.518,  -0.676
1595274610, +3.47, +31.707,  +0.59465,  -0.305,  +0.524,  -0.672
1595274615, +3.47, +31.699,  +1.05369,  -0.316,  +0.524,  -0.660
1595274620, +3.47, +31.707,  +0.41464,  -0.308,  +0.526,  -0.680
1595274625, +3.47, +31.707,  +0.04860,  -0.308,  +0.526,  -0.676
1595274630, +3.47, +31.715,  +1.24871,  -0.320,  +0.527,  -0.665
1595274635, +3.47, +31.707,  -0.99249,  -0.313,  +0.527,  -0.687
1595274640, +3.47, +31.707,  -0.21542,  -0.305,  +0.527,  -0.680
1595274645, +3.47, +31.715,  -0.68646,  -0.308,  +0.519,  -0.665
1595274650, +3.47, +31.715,  +1.63874,  -0.317,  +0.515,  -0.665
1595274655, +3.47, +31.707,  +1.58774,  -0.252,  +0.536,  -0.868
1595274660, +3.47, +31.707,  +1.38672,  -0.313,  +0.510,  -0.656
1595274665, +3.47, +31.723,  -0.75547,  -0.308,  +0.515,  -0.669
1595274670, +3.47, +31.715,  +0.36063,  -0.316,  +0.513,  -0.664
1595274675, +3.47, +31.715,  -0.79447,  -0.308,  +0.504,  -0.613
1595274680, +3.47, +31.715,  -0.29643,  -0.313,  +0.515,  -0.665
1595274685, +3.47, +31.715,  -0.82147,  -0.313,  +0.515,  -0.669
1595274690, +3.47, +31.715,  -1.59554,  -0.312,  +0.523,  -0.677
1595274695, +3.47, +31.723,  -0.16741,  -0.312,  +0.519,  -0.668
1595274700, +3.47, +31.715,  -1.10050,  -0.320,  +0.520,  -0.673
1595274705, +3.47, +31.723,  -0.84247,  -0.311,  +0.527,  -0.687
1595274710, +3.47, +31.715,  -0.50044,  -0.320,  +0.527,  -0.680
1595274715, +3.47, +31.723,  -0.32343,  -0.308,  +0.527,  -0.679
1595274720, +3.47, +31.723,  +0.73266,  -0.308,  +0.524,  -0.688
1595274725, +3.47, +31.715,  -0.93848,  -0.311,  +0.521,  -0.673
1595274730, +3.47, +31.723,  +0.80467,  -0.313,  +0.527,  -0.673
1595274735, +3.47, +31.715,  -0.76747,  -0.308,  +0.527,  -0.665
1595274740, +3.47, +31.731,  +1.98677,  -0.317,  +0.526,  -0.672
1595274745, +3.47, +31.731,  +0.48064,  -0.312,  +0.515,  -0.660
1595274750, +3.47, +31.723,  +1.99577,  -0.312,  +0.521,  -0.680
1595274755, +3.47, +31.731,  +1.84576,  -0.309,  +0.521,  -0.681
1595274760, +3.47, +31.731,  +1.12270,  -0.313,  +0.521,  -0.679
1595274765, +3.47, +31.715,  +1.79776,  -0.314,  +0.515,  -0.663
1595274770, +3.47, +31.739,  +1.67175,  -0.313,  +0.508,  -0.656
1595274775, +3.47, +31.731,  +0.57365,  -0.311,  +0.520,  -0.663
1595274780, +3.47, +31.731,  +1.04769,  -0.272,  +0.536,  -0.840
1595274785, +3.47, +31.715,  +0.94568,  -0.313,  +0.524,  -0.684
1595274790, +3.47, +31.723,  +0.82867,  -0.313,  +0.524,  -0.676
1595274795, +3.47, +31.723,  +0.12061,  -0.317,  +0.519,  -0.668
1595274800, +3.47, +31.731,  -0.92048,  -0.313,  +0.520,  -0.663
1595274805, +3.47, +31.739,  +0.10561,  -0.319,  +0.519,  -0.674
1595274810, +3.47, +31.731,  +1.10470,  -0.311,  +0.504,  -0.621
1595274815, +3.47, +31.731,  -0.39243,  -0.314,  +0.521,  -0.668
1595274820, +3.47, +31.731,  -0.38943,  -0.313,  +0.519,  -0.666
1595274825, +3.47, +31.747,  -0.58445,  -0.305,  +0.521,  -0.680
1595274830, +3.47, +31.731,  +0.53765,  -0.313,  +0.518,  -0.652
1595274835, +3.47, +31.731,  -0.26042,  -0.314,  +0.515,  -0.660
1595274840, +3.47, +31.739,  -0.15541,  -0.288,  +0.536,  -0.800
1595274845, +3.47, +31.739,  +1.12270,  -0.309,  +0.520,  -0.677
1595274850, +3.47, +31.739,  -1.05549,  -0.311,  +0.502,  -0.616
1595274855, +3.47, +31.731,  -0.80347,  -0.313,  +0.518,  -0.672
1595274860, +3.47, +31.731,  +1.75575,  -0.313,  +0.524,  -0.684
1595274865, +3.47, +31.723,  +0.33963,  -0.313,  +0.527,  -0.674
1595274870, +3.47, +31.731,  -1.39152,  -0.313,  +0.519,  -0.676
1595274875, +3.47, +31.731,  -0.41644,  -0.311,  +0.524,  -0.665
1595274880, +3.47, +31.739,  -1.24451,  -0.309,  +0.510,  -0.665
1595274885, +3.47, +31.739,  -1.28651,  -0.280,  +0.526,  -0.813
1595274890, +3.47, +31.731,  -1.16050,  -0.308,  +0.505,  -0.669
1595274895, +3.47, +31.739,  +0.61865,  -0.313,  +0.515,  -0.672
1595274900, +3.47, +31.739,  -1.17850,  -0.313,  +0.528,  -0.680
1595274905, +3.47, +31.747,  +0.73866,  -0.317,  +0.524,  -0.665
